EmployeeID,Name,Department,Salary
5526,Lashonda Haugen,SMM,45348
15413,Magdalena Holmes,Product Analyst,68287
18158,John Smith,ITSM,79495
14277,Carolyn Ryan,HRBP,88469
4190,Wendy Leyh,HRM,73501
8892,Dixie Biggerstaff,AE,30830
13438,Lester Lewis,Data Analyst,72738
13538,David Stewart,SMM,124857
19371,William Labelle,SMM,103598
15311,Barry Morris,GC,122641
3965,Clinton Adams,Cloud Engineer,23755
8882,Maria Dillard,CSM,107282
16911,Jesus Wozniak,CMO,143858
6486,Linda Winn,Data Scientist,128852
8544,James Chapin,UX/UI,145783
5100,Gladys Backus,Network Admin,146528
8757,Jackson Gambrel,QA,141722
12188,Tom Watt,ITSM,106621
40,Joseph Gray,UX Designer,45651
16495,Douglas Plourde,HRGA,30075
11929,Anne Dancy,CTO,135739
19936,Earl Keys,HRM,28650
11801,Ronald Acevedo,GC,26499
9338,Cathy Williams,ACC,60615
16096,Dawn Singletary,CMO,154795
677,Julie Dean,COO,21174
17264,Daniel Fitzpatrick,Corp Counsel,104996
12030,Lynn Lamb,Help Desk,23794
12077,Linda Allen,CSM,81190
12420,Clayton Allen,FP&A,136211
12305,Robert Cassidy,Network Admin,41503
17198,Richard Guzman,Data Scientist,76796
16209,Belle Hutter,Data Analyst,54198
9867,Charlene Hinkle,Product Analyst,67069
4238,Tracy Hildebrand,AP/AR,121660
12898,Christina Crowley,Ops Manager,83060
19116,Frank Beatty,Dev,19052
1561,Donna Striegel,HRD,41549
14439,Kurt Warner,Ops Manager,142229
17233,Jane Keith,CMO,99528
273,Stephanie Graham,GC,36101
16298,Leslie Giese,SysAdmin,32717
12648,Denver Simmons,Supply Chain Analyst,85912
4204,Travis Dozier,COO,82235
6406,Teresa Marshall,SDR,17586
1857,Lorena Huff,DBA,88021
5986,Linda Bilderback,IP,118424
5990,Catherine Howard,QA,58230
14101,Lawrence Gonzalez,Corp Counsel,135433
2866,Ellen Bills,Data Analyst,86218
10642,Lloyd Raney,DevOps,24299
9741,Amelia Williams,CFO,46428
1867,Paul Owen,HRM,58635
1858,Angela Lunstrum,GC,17891
16984,Martha Turner,PMO,125147
13187,Eric Glaze,AGC,30751
2933,Sheila Brown,HRGA,147274
17978,Wayne Green,ACC,63281
12453,Madeline Mcnealy,PM,102873
9319,Robert Darling,HRM,138001
18396,Marta Kalama,PMO,144642
1581,Sandra Hoover,HRM,87069
17871,Clifford Lane,HRBP,121864
16170,Charles Taylor,VP of Sales,148311
17496,Juan Dockstader,Help Desk,154754
14828,Eric Rodriguez,CIO,38897
1883,Roy Alvarado,HRD,148030
963,Thomas Gordon,ITSM,62058
19999,Jason Smith,Product Analyst,154203
17858,Elizabeth Sneed,PM,15474
16553,Tonya Tooley,Procurement Manager,101665
10195,Teresita Thompson,Ops Manager,27850
3022,Dana Kassis,SysAdmin,76824
624,Patrica Hubbard,SMM,17668
5715,Keith Zahn,Supply Chain Analyst,85359
1613,Elaine Gunnell,PPC,107480
10432,Dylan Ruffner,FP&A,16921
142,Myron Johnson,Dev,43635
2226,Steven Mcnolty,Help Desk,62175
7895,Eric Ramsey,AGC,21171
18808,Dee Vestal,Help Desk,24020
14998,Cherie Gatewood,HRM,86799
5765,Linda Mcmahon,FP&A,108223
6686,Tommy White,SDR,39757
18455,Mike Nassif,SDR,150827
11057,Edward Smith,UX/UI,105484
9385,Susan Carlson,CMO,93331
4581,Michelle Sublett,VP of Sales,122914
4084,Tina Harris,Security Analyst,114645
15620,Lucy Crowley,CTO,124646
8424,Belinda Testa,Network Admin,99031
13799,Barbara White,COO,139683
5062,Bruce Wade,UX Designer,61000
5337,Doris Shields,CSM,45221
4681,Paul Grett,QA,153696
4501,Matthew Storey,CSR,50709
17119,Emma Workman,Supply Chain Analyst,109655
12460,Judith Doyle,UX/UI,110484
12173,Lashanda Chapman,SMM,150610
15136,Maria Gomez,CIO,119243
4347,Brock Allen,CSR,118690
12468,Katherine Bradish,VP of Sales,113485
13013,Nellie Robles,CSR,108876
6539,Sherry Frye,CSM,80432
16955,Karen Lopez,ACC,40790
18697,Francis Mccormick,ITSM,154264
9343,Kelvin Wells,CSR,140390
6155,Kevin Maldonado,BDM,61060
16600,Jewel Lemm,PM,28666
16542,Joyce Kleiman,CPO,74862
